PID,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39,q40,Cond,attencheck1,attencheck2,self-admit,taskloadeffort_1,taskloadeffort_9,taskloadeffort_10,taskloadeffort_11,taskloadeffort_12,taskloadeffort_13,taskloadeffort_14,taskloadeffort_15,taskloadeffort_16,taskloadnothing_1,taskloadnothing_9,taskloadnothing_10,taskloadnothing_11,taskloadnothing_12,taskloadnothing_13,taskloadnothing_14,taskloadnothing_15,taskloadnothing_16,nfc_1,nfc_2,nfc_3,nfc_4,nfc_5,nfc_6,nfc_7,nfc_8,nfc_9,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_17,nfc_18,bps_1,bps_2,bps_3,bps_4,bps_5,bps_6,bps_7,bps_8,moe_1,moe_2,moe_3,moe_4,moe_5,moe_6,moe_7,moe_8,moe_9,moe_10,moe_11,moe_12,moe_13,moe_14,moe_15,moe_16,moe_17,moe_18,SDS_1,SDS_2,SDS_3,SDS_4,SDS_5,SDS_6,SDS_7,SDS_8,SDS_9,SDS_10,SDS_11,SDS_12,SDS_13,SDS_14,SDS_15
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Highpay,Green,Blue,No,0.9,2.93,0.92,0.98,6.1,0.88,0.95,0,1.05,0,1.13,0,0.93,7,0,1.81,1.11,0,Disagree Somewhat,Agree Somewhat,Disagree Somewhat,Disagree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Agree Strongly,Disagree Somewhat,Neither Agree nor Disagree,Agree Strongly,Neither Agree nor Disagree,Agree Strongly,Disagree Somewhat,Disagree Somewhat,Somewhat disagree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
101,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,Highpay,Green,Blue,Yes,5.3,5.47,4.27,2.64,5.78,6.85,2.22,3.27,6.11,5.09,5.14,0.17,3.11,3.31,3.15,1.5,2,0.35,Disagree Strongly,Disagree Somewhat,Agree Strongly,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree Strongly,Agree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Agree Somewhat,Disagree Somewhat,Agree Somewhat,Agree Somewhat,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree
102,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,Highpay,Green,Blue,Yes,2.01,2.82,0.94,0.82,7,0.94,0,0.97,1.83,0.86,3.95,0.39,0.36,7,0.44,1.73,0.87,2.67,Agree Somewhat,Agree Somewhat,Disagree Somewhat,Disagree Somewhat,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Agree Strongly,Agree Somewhat,Disagree Strongly,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree Somewhat,Neither agree nor disagree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree
103,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,Highpay,Green,Blue,Yes,4.09,1.8,0.07,2.96,6.24,0.07,0.84,2.22,4.18,0.07,2.01,0.07,2.18,7,0.07,0.07,1.75,0.07,Agree Somewhat,Disagree Somewhat,Disagree Somewhat,Disagree Somewhat,Agree Somewhat,Disagree Somewhat,Disagree Somewhat,Agree Somewhat,Disagree Somewhat,Disagree Somewhat,Agree Somewhat,Disagree Somewhat,Disagree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Disagree Somewhat,Agree Somewhat,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree
104,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,Lowpay,Green,Blue,No,5.46,6.02,4.53,0.17,6.58,4.24,3.28,3.1,5.07,0.19,5.04,0.21,0.16,7,0.17,2.47,4.17,0.92,Disagree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Disagree Somewhat,Disagree Strongly,Agree Somewhat,Agree Somewhat,Agree Strongly,Neither Agree nor Disagree,Agree Somewhat,Disagree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Disagree Somewhat,Disagree Somewhat,Agree Strongly,Neither Agree nor Disagree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree
105,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,Highpay,Green,Blue,Yes,3.56,0.52,1.29,2.56,4.43,1.45,1.43,0.73,3.31,0.68,0.78,0.66,0.34,7,0.61,0.74,0.64,0.77,Neither Agree nor Disagree,Agree Somewhat,Disagree Strongly,Disagree Somewhat,Disagree Somewhat,Disagree Somewhat,Disagree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree Strongly,Agree Somewhat,Agree Strongly,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree Strongly,Disagree Somewhat,Disagree Somewhat,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree
106,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Lowpay,Green,Blue,No,1.42,4.98,1.54,1.88,6.25,2.51,3.02,3.08,3.83,0.61,0.65,0.61,0.72,7,0.92,0.82,0.79,7,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree Somewhat,Disagree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Disagree Somewhat,Agree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree Somewhat,Neither Agree nor Disagree,Disagree,Strongly disagree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree
107,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,Lowpay,Green,Blue,Yes,0.93,4.57,0.42,1.31,6.12,0.83,4.2,0.39,0.06,0,6.91,0.04,0.77,7,0.08,0.55,0.71,0.05,Agree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree Strongly,Disagree Somewhat,Disagree Strongly,Agree Somewhat,Agree Strongly,Neither Agree nor Disagree,Agree Somewhat,Agree Somewhat,Disagree Somewhat,Neither Agree nor Disagree,Agree Strongly,Neither Agree nor Disagree,Disagree Somewhat,Disagree Strongly,Disagree Somewhat,Disagree,Somewhat disagree,Strongly agree,Somewhat agree,Disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree
108,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highpay,Green,Blue,Yes,1.57,2.64,1.24,2.66,4.34,4.81,1.21,0.94,4.36,1.28,1.32,0.99,5.01,6.23,1.41,0.88,1.2,4.98,Agree Somewhat,Agree Somewhat,Disagree Strongly,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree Somewhat,Disagree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Neither Agree nor Disagree,Disagree Somewhat,Disagree Somewhat,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree
109,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,Lowpay,Green,Blue,No,3.25,6.1,5.59,3.8,4.7,1.72,2.1,1.27,0.18,0.02,5.77,0.1,0.37,0.6,0,1.13,2.86,0,Agree Somewhat,Agree Somewhat,Disagree Strongly,Agree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Neither Agree nor Disagree,Disagree Somewhat,Agree Strongly,Neither Agree nor Disagree,Agree Somewhat,Disagree Somewhat,Agree Strongly,Neither Agree nor Disagree,Agree Somewhat,Agree Strongly,Agree Strongly,Agree Somewhat,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree
110,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,Highpay,Green,Blue,Yes,5.8,4.28,0.31,0,6.57,1.87,0.59,0,5.03,0,7,0,0,7,0,1.59,0,0,Agree Strongly,Agree Strongly,Disagree Strongly,Disagree Somewhat,Disagree Somewhat,Neither Agree nor Disagree,Disagree Strongly,Neither Agree nor Disagree,Agree Strongly,Agree Somewhat,Agree Strongly,Disagree Strongly,Agree Somewhat,Agree Somewhat,Disagree Somewhat,Agree Strongly,Disagree Somewhat,Agree Somewhat,Disagree,Strongly disagree,Somewhat disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree
111,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,Highpay,Green,Blue,No,1.86,5.17,0.78,0,7,1.94,0,1.82,1.98,0,7,0,0,7,1.23,0,2.94,1.27,Agree Somewhat,Agree Somewhat,Agree Strongly,Agree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Agree Strongly,Neither Agree nor Disagree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Disagree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Agree Strongly,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree Somewhat,Neither agree nor disagree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree
112,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Highpay,Green,Blue,No,1.64,0.08,0.09,0.08,7,0.94,0.08,0.08,2.15,0.08,7,0.08,0.08,6.94,0.08,0.08,0.08,0.08,Agree Strongly,Neither Agree nor Disagree,Disagree Strongly,Agree Somewhat,Agree Somewhat,Disagree Somewhat,Agree Strongly,Agree Somewhat,Disagree Somewhat,Neither Agree nor Disagree,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Somewhat,Agree Somewhat,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree
113,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,Lowpay,Green,Blue,Yes,0,3.96,0.01,1.92,7,0.01,0.01,0.01,0,0,7,0,0,7,0,0,0,0,Agree Strongly,Agree Strongly,Disagree Strongly,Agree Somewhat,Disagree Somewhat,Agree Somewhat,Agree Somewhat,Agree Strongly,Agree Somewhat,Agree Somewhat,Agree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,Agree Somewhat,Agree Strongly,Agree Strongly,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree
114,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Highpay,Green,Blue,No,0.13,0.36,0.06,0.3,7,2.65,1.09,0.36,7,0.08,2.62,0.03,0.07,6.98,6.07,0.28,1.43,3.28,Neither Agree nor Disagree,Agree Somewhat,Neither Agree nor Disagree,Disagree Somewhat,Disagree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree Somewhat,Disagree Somewhat,Agree Somewhat,Agree Somewhat,Disagree Somewhat,Neither Agree nor Disagree,Agree Strongly,Disagree Somewhat,Agree Strongly,Disagree Somewhat,Agree Somewhat,Neither agree nor disagree,Strongly disagree,Somewhat agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree
115,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Highpay,Green,Blue,Yes,0.76,1.7,0,1.76,7,0.01,0.01,0,3.1,0,4.15,0.01,0.01,7,0.01,0.01,0,0.01,Agree Somewhat,Agree Somewhat,Disagree Strongly,Neither Agree nor Disagree,Agree Somewhat,Neither Agree nor Disagree,Disagree Somewhat,Neither Agree nor Disagree,Agree Strongly,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree Strongly,Disagree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Disagree Somewhat,Agree Somewhat,Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree
116,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,Lowpay,Green,Blue,Yes,3,4.09,0.21,2.4,4.45,3.38,1.59,3.55,0.7,0,7,0.07,2.08,6.63,0.07,4.99,4.58,0.07,Neither Agree nor Disagree,Agree Somewhat,Disagree Strongly,Disagree Somewhat,Agree Somewhat,Disagree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree Somewhat,Agree Somewhat,Disagree Strongly,Neither Agree nor Disagree,Agree Strongly,Neither Agree nor Disagree,Agree Strongly,Agree Strongly,Agree Strongly,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lowpay,Green,Blue,Yes,2.85,7,0.67,0,1.07,4.66,4.13,2.52,0,0,7,0,0,7,0,0,0,0,Agree Somewhat,Agree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree Somewhat,Agree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree Somewhat,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree Somewhat,Neither Agree nor Disagree,Agree Somewhat,Agree Somewhat,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree
